Loc,NIR Sample Number,Analysis Date,ID,Variety,Sample Identification String Two,Cutting,DM,Cprot,ADF,aNDF,Ash,Fat,Ligin,dNDF30,IVTDMD30,dNDF48,IVTDMD48,Ca,P,K,Mg,Su_ES,Su_WS,Starc
WA_19,105,10/18/2019,10604,202: Hi Gest360,"09/10/19 Block:6, Pos:4",5,93.7483978,21.2586727,30.5120792,34.9675102,9.6897087,1.9067301,5.087203,14.256772,78.8598938,16.2023506,81.1302872,1.2459309,0.3197567,2.7733405,0.306373,7.4625015,8.4303379,3.6185541
WA_19,89,10/18/2019,10613,201: Vernal,"09/10/19 Block:6, Pos:13",5,93.5917892,17.8438339,26.9247932,32.5333595,8.3292933,2.3495951,4.7212338,13.1142044,80.4841461,15.4163065,82.5213547,1.3717065,0.2764006,1.9265026,0.3480844,9.5209751,10.9952745,4.9842401
WA_19,106,10/18/2019,10702,202: Hi Gest360,"09/10/19 Block:7, Pos:2",5,93.8264236,19.3066444,28.5816097,33.8229218,9.9494276,2.0985181,4.6951761,12.8117857,78.5172272,14.4604912,80.8887634,1.4191015,0.2824472,2.2353065,0.3256018,8.619812,9.8193922,4.6909299
WA_19,98,10/18/2019,10715,201: Vernal,"09/10/19 Block:7, Pos:15",5,93.7829132,19.302372,29.2889977,34.1020699,8.7218447,1.9744821,5.1157284,13.9162436,79.1518402,15.7637253,81.5253983,1.2527627,0.2868402,2.3096383,0.3156948,8.6927137,9.6838703,4.0341997
WA_19,83,10/18/2019,10802,112: 22404_Maverick,"09/10/19 Block:8, Pos:2",5,93.6274948,20.329298,26.4563751,31.0602055,8.9855013,2.1564481,4.5848341,12.7506475,80.9113388,14.923068,83.3068237,1.4217795,0.2941839,2.0710428,0.3472215,9.2377901,10.7992239,4.1911168
WA_19,88,10/18/2019,10805,44:Legend_FD4,"09/10/19 Block:8, Pos:5",5,93.7274933,17.8033485,30.266283,35.7270393,9.2396183,2.0408573,5.2298441,13.4034891,76.9172821,15.1017189,79.4149704,1.2897197,0.2748106,2.159127,0.3300316,8.4518194,9.8263397,4.3605752
WA_19,87,10/18/2019,10816,201: Vernal,"09/10/19 Block:8, Pos:16",5,93.7787476,17.0166683,32.8862381,39.1170654,8.2098274,1.9626544,5.9261079,14.934947,75.6015167,17.1957207,78.2724304,1.1331906,0.2771401,2.2858984,0.2685876,8.1878386,9.2456703,4.1217785
WA_19,82,10/18/2019,10817,202: Hi Gest360,"09/10/19 Block:8, Pos:17",5,93.7247467,23.5960064,25.7888947,29.5402794,9.7450085,2.1364338,4.2967858,12.2228804,81.795166,14.0375738,83.9507599,1.4628603,0.318121,2.2287109,0.3992755,9.0813341,9.8682413,3.6195481
WA_19,84,10/18/2019,10907,201: Vernal,"09/10/19 Block:9, Pos:7",5,93.8093338,19.124033,28.5937099,33.8067474,8.5927982,2.2490368,5.0207825,13.6541262,79.4209824,15.7650938,82.1856842,1.3367894,0.2861756,2.0595298,0.3380643,9.030652,10.0917492,3.462559
WA_19,90,10/18/2019,10910,202: Hi Gest360,"09/10/19 Block:9, Pos:10",5,93.7115631,19.1996479,28.820961,33.5769806,8.7371302,2.1275644,5.0560608,13.3914299,79.1823196,14.9576845,81.5571594,1.351876,0.2804565,1.9924599,0.3553931,9.5430155,10.4985332,3.7833829
WA_19,85,10/18/2019,11016,202: Hi Gest360,"09/10/19 Block:10, Pos:16",5,93.9680481,20.0035477,29.0368233,33.5869713,8.897049,2.1274152,4.9584274,13.2415304,79.3307495,15.3368673,81.6745911,1.3152493,0.2967072,2.2606385,0.3314809,8.6220322,9.5501909,3.6816685
WA_19,100,10/18/2019,11019,201: Vernal,"09/10/19 Block:10, Pos:19",5,93.5312958,21.0896282,27.674305,32.4451637,8.9179478,2.0632501,4.7608447,13.268548,80.3705673,15.2205801,82.4318848,1.254846,0.302234,2.2634206,0.3233579,8.8299637,9.9948816,4.2236762
WA_19,92,10/18/2019,11102,202: Hi Gest360,"09/10/19 Block:11, Pos:2",5,93.4510269,23.2408314,26.3906803,30.841032,9.3267746,2.1123407,4.589282,12.4383678,81.7530823,14.3792658,83.5105972,1.544548,0.3054561,2.0226099,0.3912325,9.2282705,10.3013649,3.7813914
WA_19,81,10/18/2019,11117,201: Vernal,"09/10/19 Block:11, Pos:17",5,93.4733353,23.0342522,26.6404705,31.9445572,9.825655,2.0476029,4.5961738,13.3182764,81.2042465,15.3385334,83.3887863,1.5930352,0.3133036,1.958977,0.4124965,9.0503321,10.2641201,3.8178399
WA_19,101,10/18/2019,11120,144:22277_5246FD3,"09/10/19 Block:11, Pos:20",5,93.6218033,22.2937222,27.4073429,31.6577702,9.2850742,2.2435033,4.691504,12.6783476,80.5147171,15.3212652,83.1634064,1.2891731,0.3153172,2.4609354,0.3291152,8.5314589,9.4303122,3.3111815
